province,constituency_no,form_type,vote_type,polling_station_no,district,subdistrict,choice_no,choice_name,party_name,votes,eligible_voters,ballots_cast,valid_votes,invalid_votes,no_vote,source_pdf,source_page,ocr_engine,ocr_confidence,validation_status,reviewer_notes
ชัยภูมิ,2,5_18,constituency,126,จัตุรัส,หนองโดน,2,นางสาววาสนา อยู่ภักดี,ประชาชน,29,420,240,205,24,11,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองโดน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,126,จัตุรัส,หนองโดน,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,146,420,240,205,24,11,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองโดน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,126,จัตุรัส,หนองโดน,4,นายณรงค์ แขนอก,ประชาธิปัตย์,4,420,240,205,24,11,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองโดน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,126,จัตุรัส,หนองโดน,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,5,420,240,205,24,11,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองโดน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,126,จัตุรัส,หนองโดน,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,4,420,240,205,24,11,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองโดน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,126,จัตุรัส,หนองโดน,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,15,420,240,205,24,11,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองโดน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,154,บ้านเขว้า,ชีบน,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,8,607,350,324,7,19,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,154,บ้านเขว้า,ชีบน,2,นางสาววาสนา อยู่ภักดี,ประชาชน,23,607,350,324,7,19,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,154,บ้านเขว้า,ชีบน,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,280,607,350,324,7,19,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,154,บ้านเขว้า,ชีบน,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,607,350,324,7,19,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,154,บ้านเขว้า,ชีบน,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,1,607,350,324,7,19,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,154,บ้านเขว้า,ชีบน,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,2,607,350,324,7,19,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,154,บ้านเขว้า,ชีบน,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,8,607,350,324,7,19,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ชีบน-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,215,บ้านเขว้า,ทุ่งทอง,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,3,595,387,351,16,20,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,215,บ้านเขว้า,ทุ่งทอง,2,นางสาววาสนา อยู่ภักดี,ประชาชน,55,595,387,351,16,20,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,215,บ้านเขว้า,ทุ่งทอง,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,267,595,387,351,16,20,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,215,บ้านเขว้า,ทุ่งทอง,4,นายณรงค์ แขนอก,ประชาธิปัตย์,9,595,387,351,16,20,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,215,บ้านเขว้า,ทุ่งทอง,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,7,595,387,351,16,20,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,215,บ้านเขว้า,ทุ่งทอง,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,7,595,387,351,16,20,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,215,บ้านเขว้า,ทุ่งทอง,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,3,595,387,351,16,20,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ทุ่งทอง-แบ่งเขต_บัญชีรายชื่อ.pdf,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,288,เนินสง่า,กะฮาด,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,0,128,113,107,5,1,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอเนินสง่า/กะฮาด-001-แบ่งเขต.PDF,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,288,เนินสง่า,กะฮาด,2,นางสาววาสนา อยู่ภักดี,ประชาชน,25,128,113,107,5,1,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอเนินสง่า/กะฮาด-001-แบ่งเขต.PDF,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,288,เนินสง่า,กะฮาด,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,68,128,113,107,5,1,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอเนินสง่า/กะฮาด-001-แบ่งเขต.PDF,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,288,เนินสง่า,กะฮาด,4,นายณรงค์ แขนอก,ประชาธิปัตย์,4,128,113,107,5,1,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอเนินสง่า/กะฮาด-001-แบ่งเขต.PDF,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,288,เนินสง่า,กะฮาด,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,7,128,113,107,5,1,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอเนินสง่า/กะฮาด-001-แบ่งเขต.PDF,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,288,เนินสง่า,กะฮาด,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,1,128,113,107,5,1,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอเนินสง่า/กะฮาด-001-แบ่งเขต.PDF,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
ชัยภูมิ,2,5_18,constituency,288,เนินสง่า,กะฮาด,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,128,113,107,5,1,data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอเนินสง่า/กะฮาด-001-แบ่งเขต.PDF,1,manual_review,1.0,ok,Verified manually from official ECT 5/18 PDF page 1 because handwritten votes were not reliable in OCR
