province,zone,form_type,voting_type,station_id,station_name,candidate_no,candidate_name,party,votes,total_ballots,invalid_ballots,no_vote_ballots
ชัยภูมิ,2,518,election_day,65,ละหาน จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,65,ละหาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,65,ละหาน จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,65,ละหาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,65,ละหาน จัตุรัส,65,ปิดไหม่,,,,,
ชัยภูมิ,2,518,election_day,66,ละหาน จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,0,,,
ชัยภูมิ,2,518,election_day,66,ละหาน จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,66,ละหาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,66,ละหาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,67,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,2,,,
ชัยภูมิ,2,518,election_day,67,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,2,,,
ชัยภูมิ,2,518,election_day,67,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,67,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,67,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,3,,,
ชัยภูมิ,2,518,election_day,67,ส้มป่อย จัตุรัส,9,,(ังโกรลงทีางออม,,,,
ชัยภูมิ,2,518,election_day,68,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,68,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,9,,,
ชัยภูมิ,2,518,election_day,68,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,9,,,
ชัยภูมิ,2,518,election_day,68,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,69,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,69,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,9,,,
ชัยภูมิ,2,518,election_day,69,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,9,,,
ชัยภูมิ,2,518,election_day,69,ส้มป่อย จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,69,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,70,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,2,,,
ชัยภูมิ,2,518,election_day,70,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,70,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,70,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,70,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,71,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,71,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,71,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,7,,,
ชัยภูมิ,2,518,election_day,71,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,72,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,72,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,72,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,73,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,234,,,
ชัยภูมิ,2,518,election_day,73,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,3,,,
ชัยภูมิ,2,518,election_day,73,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,73,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,73,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,234,,,
ชัยภูมิ,2,518,election_day,74,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,74,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,74,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,74,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,74,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,75,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,75,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,75,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,75,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,75,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,76,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,76,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,76,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,76,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,76,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,0,,,
ชัยภูมิ,2,518,election_day,77,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,77,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,77,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,77,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,77,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,78,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,78,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,78,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,78,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,78,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,79,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,2,,,
ชัยภูมิ,2,518,election_day,79,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,79,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,0,,,
ชัยภูมิ,2,518,election_day,79,ส้มป่อย จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,79,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,7,,,
ชัยภูมิ,2,518,election_day,80,ส้มป่อย จัตุรัส,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,80,ส้มป่อย จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,80,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,80,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,80,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,80,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,81,ส้มป่อย จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,81,ส้มป่อย จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,4,,,
ชัยภูมิ,2,518,election_day,81,ส้มป่อย จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,4,,,
ชัยภูมิ,2,518,election_day,81,ส้มป่อย จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,4,,,
ชัยภูมิ,2,518,election_day,81,ส้มป่อย จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,8,,,
ชัยภูมิ,2,518,election_day,82,หนองบัวบาน จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,82,หนองบัวบาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,82,หนองบัวบาน จัตุรัส,9,นายเชิงชาย ชาลีรินทร์ นายณรงค์ แขนอก,ประชาธิปัตย์ เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,83,หนองบัวบาน จัตุรัส,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,83,หนองบัวบาน จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,83,หนองบัวบาน จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,83,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,966,,,
ชัยภูมิ,2,518,election_day,84,หนองบัวบาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,85,หนองบัวบาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,5,,,
ชัยภูมิ,2,518,election_day,85,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,1,,,
ชัยภูมิ,2,518,election_day,87,หนองบัวบาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,88,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,0,,,
ชัยภูมิ,2,518,election_day,89,หนองบัวบาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,89,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,146,,,
ชัยภูมิ,2,518,election_day,90,หนองบัวบาน จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,90,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,45052,,,
ชัยภูมิ,2,518,election_day,91,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,120,,,
ชัยภูมิ,2,518,election_day,93,หนองบัวบาน จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,93,หนองบัวบาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,93,หนองบัวบาน จัตุรัส,95,IsV,,,,,
ชัยภูมิ,2,518,election_day,94,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,142,,,
ชัยภูมิ,2,518,election_day,95,หนองบัวบาน จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,151,,,
ชัยภูมิ,2,518,election_day,95,หนองบัวบาน จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,12,,,
ชัยภูมิ,2,518,election_day,95,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,184,,,
ชัยภูมิ,2,518,election_day,96,หนองบัวบาน จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,96,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2280,,,
ชัยภูมิ,2,518,election_day,97,หนองบัวบาน จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,99,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,99,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,99,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,99,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,0,,,
ชัยภูมิ,2,518,election_day,100,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,100,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,5,,,
ชัยภูมิ,2,518,election_day,100,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,5,,,
ชัยภูมิ,2,518,election_day,100,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,100,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,101,หนองบัวโคก จัตุรัส,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,9,,,
ชัยภูมิ,2,518,election_day,101,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,9,,,
ชัยภูมิ,2,518,election_day,101,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,101,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,101,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,9,,,
ชัยภูมิ,2,518,election_day,101,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,102,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,102,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,102,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,102,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,102,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,103,หนองบัวโคก จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,103,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,103,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,103,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,103,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,2,,,
ชัยภูมิ,2,518,election_day,103,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,104,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,2,,,
ชัยภูมิ,2,518,election_day,104,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,18,,,
ชัยภูมิ,2,518,election_day,104,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,18,,,
ชัยภูมิ,2,518,election_day,104,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,105,หนองบัวโคก จัตุรัส,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,105,หนองบัวโคก จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,105,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,5,,,
ชัยภูมิ,2,518,election_day,105,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,5,,,
ชัยภูมิ,2,518,election_day,105,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,5,,,
ชัยภูมิ,2,518,election_day,105,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,106,หนองบัวโคก จัตุรัส,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,106,หนองบัวโคก จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,106,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,106,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,106,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,106,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,107,หนองบัวโคก จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,30,,,
ชัยภูมิ,2,518,election_day,107,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,107,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,107,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,107,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,187,,,
ชัยภูมิ,2,518,election_day,108,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,2,,,
ชัยภูมิ,2,518,election_day,108,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,108,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,2,,,
ชัยภูมิ,2,518,election_day,108,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,109,หนองบัวโคก จัตุรัส,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,22,,,
ชัยภูมิ,2,518,election_day,109,หนองบัวโคก จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,22,,,
ชัยภูมิ,2,518,election_day,109,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,2,,,
ชัยภูมิ,2,518,election_day,109,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,109,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,109,หนองบัวโคก จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,109,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,110,หนองบัวโคก จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,0,,,
ชัยภูมิ,2,518,election_day,110,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,110,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,110,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,110,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,111,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,15826,,,
ชัยภูมิ,2,518,election_day,111,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,111,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,111,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,192,,,
ชัยภูมิ,2,518,election_day,112,หนองบัวโคก จัตุรัส,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,38,,,
ชัยภูมิ,2,518,election_day,112,หนองบัวโคก จัตุรัส,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,1180,,,
ชัยภูมิ,2,518,election_day,112,หนองบัวโคก จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,112,หนองบัวโคก จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,4,,,
ชัยภูมิ,2,518,election_day,112,หนองบัวโคก จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,1942,,,
ชัยภูมิ,2,518,election_day,112,หนองบัวโคก จัตุรัส,88,นายถวัลย์ หงษ์ไทย นายถวัลย์ หงษ์ไทย รวมคะแนทั้งสิ้น,เศรษฐกิจ เศรษฐกิจ,1942,,,
ชัยภูมิ,2,518,election_day,113,หนองบัวใหญ่ จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,113,หนองบัวใหญ่ จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,114,หนองบัวใหญ่ จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,0,,,
ชัยภูมิ,2,518,election_day,114,หนองบัวใหญ่ จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,114,หนองบัวใหญ่ จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,2,นางสาววาสนา อยู่ภักดี,ประชาชน,1,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,4,นายณรงค์ แขนอก,ประชาธิปัตย์,1,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,1,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,7,พลวัต ประชาธีปไตยใหม่,,,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,9,เพื่อไทย ทางเลือกไหม,,,,,
ชัยภูมิ,2,518,election_day,115,หนองบัวใหญ่ จัตุรัส,10,ทางเลือกไหม,,,,,
