priority,source_pdf,source_page,form_type,polling_station_no,row_count,reasons,suggested_zones,suggested_fallback
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,30,5_18,87.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,33,5_18_partylist,87.0,9,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,34,5_18_partylist,87.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,39,5_18_partylist,88.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,40,5_18_partylist,88.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,44,5_18_partylist,89.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,49,5_18_partylist,89.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,50,5_18_partylist,89.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,51,5_18_partylist,89.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,53,5_18,90.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,56,5_18_partylist,90.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,57,5_18_partylist,90.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,64,5_18_partylist,92.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,65,5_18_partylist,92.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,67,5_18,93.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,68,5_18,93.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,70,5_18_partylist,93.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,71,5_18_partylist,93.0,5,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,75,5_18_partylist,94.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,76,5_18_partylist,94.0,5,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,77,5_18_partylist,94.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,81,5_18_partylist,95.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,82,5_18_partylist,95.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,86,5_18,96.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,87,5_18_partylist,96.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,88,5_18_partylist,96.0,5,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,89,5_18_partylist,96.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,91,5_18,97.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,93,5_18_partylist,97.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,95,5_18_partylist,97.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,100,5_18_partylist,97.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,101,5_18_partylist,97.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,105,5_18_partylist,98.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,106,5_18_partylist,98.0,10,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวบาน-แบ่งเขต_บัญชีรายชื่อ.pdf,107,5_18_partylist,98.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,1,5_18,99.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,3,5_18_partylist,99.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,4,5_18_partylist,99.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,5,5_18_partylist,99.0,8,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,6,5_18_partylist,99.0,8,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,8,5_18,100.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,10,5_18_partylist,100.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,11,5_18_partylist,100.0,10,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,12,5_18_partylist,100.0,10,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,14,5_18,101.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,16,5_18_partylist,101.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,17,5_18_partylist,101.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,18,5_18_partylist,101.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,20,5_18,102.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,22,5_18_partylist,102.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,23,5_18_partylist,102.0,11,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,24,5_18_partylist,102.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,26,5_18,103.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,28,5_18_partylist,103.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,29,5_18_partylist,103.0,5,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,30,5_18_partylist,103.0,6,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,32,5_18,104.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,34,5_18_partylist,104.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,35,5_18_partylist,104.0,9,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,36,5_18_partylist,104.0,8,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,38,5_18,105.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,40,5_18_partylist,105.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,41,5_18_partylist,105.0,10,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,42,5_18_partylist,105.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,44,5_18,106.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,45,5_18,106.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,46,5_18_partylist,106.0,6,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,47,5_18_partylist,106.0,9,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,48,5_18_partylist,106.0,8,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,50,5_18,107.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,51,5_18,107.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,52,5_18_partylist,107.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,53,5_18_partylist,107.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,54,5_18_partylist,107.0,9,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,56,5_18,108.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,58,5_18_partylist,108.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,59,5_18_partylist,108.0,9,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,60,5_18_partylist,108.0,9,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,62,5_18,109.0,3,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,65,5_18_partylist,109.0,6,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,66,5_18_partylist,109.0,8,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,67,5_18_partylist,109.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,69,5_18,110.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,71,5_18_partylist,110.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,72,5_18_partylist,110.0,5,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,73,5_18_partylist,110.0,8,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,75,5_18,111.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,77,5_18_partylist,111.0,5,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,78,5_18_partylist,111.0,11,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,79,5_18_partylist,111.0,7,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,81,5_18,112.0,1,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,83,5_18_partylist,112.0,4,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,84,5_18_partylist,112.0,6,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวโคก-แบ่งเขต_บัญชีรายชื่อ.pdf,85,5_18_partylist,112.0,6,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวใหญ่-แบ่งเขต_บัญชีรายชื่อ.pdf,1,5_18,113.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวใหญ่-แบ่งเขต_บัญชีรายชื่อ.pdf,3,5_18_partylist,113.0,2,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวใหญ่-แบ่งเขต_บัญชีรายชื่อ.pdf,4,5_18_partylist,113.0,5,missing_votes,table,cell_crop_then_google_or_manual_review
P0,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.หนองบัวใหญ่-แบ่งเขต_บัญชีรายชื่อ.pdf,5,5_18_partylist,113.0,6,missing_votes,table,cell_crop_then_google_or_manual_review
