province,zone,form_type,voting_type,station_id,party_no,party,votes,total_ballots,invalid_ballots,no_vote_ballots
ชัยภูมิ,2,516_bch,in_district,,5,รวมใจไทย รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,516_bch,in_district,,6,พลวัต รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,516_bch,in_district,,7,พลวัต ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,516_bch,in_district,,8,เพื่อไทย ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,516_bch,in_district,,9,เพื่อไทย ทางเลือกใหม,,,,
ชัยภูมิ,2,516_bch,in_district,,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,516_bch,in_district,,2,คณะกรรมการนับคะแนนบัตรเลือกตั้งในเขตเลือกตั้ง ได้ดำเนินการนับบัตรเลือกตั้งตามข้อ,1,,,
ชัยภูมิ,2,516_bch,in_district,,27,ประชาธิปัตย์ ไทยก้าวหน้า,,,,
ชัยภูมิ,2,516_bch,in_district,,28,ไทยก้าวหน้า ไทยภักดี,,,,
ชัยภูมิ,2,516_bch,in_district,,29,แรงงานสร้างชาติ ไทยภักดี,,,,
ชัยภูมิ,2,516_bch,in_district,,3,แรงงานสร้างชาติ ประชากรไทย,,,,
ชัยภูมิ,2,516_bch,in_district,,31,ประชากรไทย ครูไทยเพื่อประชาชน W,,,,
ชัยภูมิ,2,516_bch,in_district,,32,ครูไทยเพื่อประชาชน ประชาชาติ W,256,,,
ชัยภูมิ,2,516_bch,in_district,,33,สรางอนาคตไทย ประชาชาติ,256,,,
ชัยภูมิ,2,516_bch,in_district,,34,สรางอนาคตไทย,4,,,
ชัยภูมิ,2,516_bch,in_district,,51,พร้อม,,,,
ชัยภูมิ,2,516_bch,in_district,,52,เครือขายชาวนาแหงประเทศไทย ไทยพิทักษ์ธรรม,4,,,
ชัยภูมิ,2,516_bch,in_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,4,,,
ชัยภูมิ,2,516_bch,in_district,,54,ความหวังใหม่,,,,
ชัยภูมิ,2,516_bch,in_district,,55,เพื่อบ้านเมือง ไทยรวมไทย,,,,
ชัยภูมิ,2,516_bch,in_district,,5,เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,3,ใหม่ มิติใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,2,,,
ชัยภูมิ,2,517_bch,out_district,,7,พลวัต ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,8,เพื่อไทย ประชาธิปไตยใหม่,1022,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย ทางเลือกใหม,1022,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,517_bch,out_district,,6,พลวัตร พลวัต รวมไทยสร้างชาติ รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,27,ประชาธิปัตย์ ไทยก้าวหน้า,,,,
ชัยภูมิ,2,517_bch,out_district,,28,ไทยภักดี ไทยก้าวหน้า,,,,
ชัยภูมิ,2,517_bch,out_district,,29,ไทยภักดี แรงงานสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,3,แรงงานสร้างชาติ ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,31,ครูไทยเพื่อประชาชน ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,32,ครูไทยเพื่อประชาชน ประชาชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,33,สรางอนาคตไทย ประชาชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,34,สรางอนาคตไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,52,ไทยพิทักษ์ธรรม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,55,เพื่อบ้านเมือง ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,5,เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,57,พลังไทยรักชาติ D,0,,,
ชัยภูมิ,2,517_bch,out_district,,3,ใหม่ มิติใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,4,มิติใหม่ รวมใจไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,7,พลวัตร ประชาธิปไตยใหม่,2,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย ทางเลือกใหม,2,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,517_bch,out_district,,1,ครูไทยเพื่อปรยขาชขน ครูไทยเพื่อปรยขาชขน ประชากรไทย ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,51,พร้อม,,,,
ชัยภูมิ,2,517_bch,out_district,,52,เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,55,เพื่อบ้านเมือง ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,5,เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,57,พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,3,ใหม่ มิติใหม่,2,,,
ชัยภูมิ,2,517_bch,out_district,,4,มิติใหม่ รวมใจไทย,2,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,8,เพื่อไทย ประชาธิปไตยใหม่,2,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย,2,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,517_bch,out_district,,7,พลวัตร พลวัต ประชาธิปไตยใหม่ ประชาธิปไตยใหม่,49,,,
ชัยภูมิ,2,517_bch,out_district,,27,ประชาธิปัตย์ ไทยก้าวหน้า,3,,,
ชัยภูมิ,2,517_bch,out_district,,28,ไทยภักดี ไทยก้าวหน้า,312,,,
ชัยภูมิ,2,517_bch,out_district,,29,ไทยภักดี แรงงานสร้างชาติ,312,,,
ชัยภูมิ,2,517_bch,out_district,,3,แรงงานสร้างชาติ ประชากรไทย,2,,,
ชัยภูมิ,2,517_bch,out_district,,31,ครูไทยเพื่อประชาชน ประชากรไทย,2,,,
ชัยภูมิ,2,517_bch,out_district,,32,ครูไทยเพื่อประชาชน ประซาซาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,33,สรางอนาคตไทย ประซาซาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,34,สรางอนาคตไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,52,เครือขายชาวนาแหงประเทศไทย ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,55,เพื่อบ้านเมือง ไทยรวมไทย,1,,,
ชัยภูมิ,2,517_bch,out_district,,56,เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,57,พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,5,เพื่อบ้านเมือง เพื่อบ้านเมือง พลังไทยรักชาติ พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,4,มิติใหม่ รวมใจไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,8,เพื่อไทย ประชาธิปไตยใหม่,30,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย ทางเลือกใหม คMN,,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม คMN,,,,
ชัยภูมิ,2,517_bch,out_district,,2,ใหม่ ใหม่ เพื่อชาติไทย เพื่อชาติไทย ี,,,,
ชัยภูมิ,2,517_bch,out_district,,3,ใหม่ ใหม่ มิติใหม่ มิติใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,7,พลวัต พลวัต ประชาธิปไตยใหม่ ประชาธิปไตยใหม่,2080,,,
ชัยภูมิ,2,517_bch,out_district,,27,ประชาธิปัตย์ ไทยก้าวหน้า,,,,
ชัยภูมิ,2,517_bch,out_district,,28,ไทยภักดี ไทยก้าวหน้า ...=,,,,
ชัยภูมิ,2,517_bch,out_district,,29,ไทยภักดี แรงงานสร้างชาติ ...=,,,,
ชัยภูมิ,2,517_bch,out_district,,30,แรงงานสร้างชาติ ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,31,ครูไทยเพื่อประชาชน ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,32,ครูไทยเพื่อประชาชน ประชาชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,33,สรางอนาคตไทย ประชาชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,34,สรางอนาคตไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,52,ไทยพิทักษ์ธรรม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ไทยพิทักษ์ธรรม ความหวังใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,55,เพื่อบ้านเมือง ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,56,เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,57,พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,5,พลังไทยรักชาติ เพื่อบ้านเมือง เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,69,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,517_bch,out_district,,6,พลวัต พลวัต รวมไทยสร้างชาติ รวมไทยสร้างชาติ c,69,,,
ชัยภูมิ,2,517_bch,out_district,,7,พลวัต พลวัต ประชาธิปไตยใหม่ ประชาธิปไตยใหม่ c,,,,
ชัยภูมิ,2,517_bch,out_district,,8,เพื่อไทย เพื่อไทย ประชาธิปไตยใหม่ ประชาธิปไตยใหม่ V,,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย เพื่อไทย ทางเลือกใหม ทางเลือกใหม,,,,
ชัยภูมิ,2,517_bch,out_district,,26,คลองไทย ประชาธิปัตย์,,,,
ชัยภูมิ,2,517_bch,out_district,,27,ประชาธิปัตย์ ไทยก้าวหน้า,,,,
ชัยภูมิ,2,517_bch,out_district,,29,ไทยภักดี C …..$,,,,
ชัยภูมิ,2,517_bch,out_district,,3,แรงงานสร้างชาติ ประชากรไทย C …..$,5,,,
ชัยภูมิ,2,517_bch,out_district,,31,ครูไทยเพื่อประชาชน ประชากรไทย,5,,,
ชัยภูมิ,2,517_bch,out_district,,32,ครูไทยเพื่อประชาชน ประชาชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,33,ประชาชาติ สรางอนาคตไทย,5,,,
ชัยภูมิ,2,517_bch,out_district,,34,สรางอนาคตไทย,5,,,
ชัยภูมิ,2,517_bch,out_district,,28,ไทยภักดี ไทยก้าวหน้า ไทยภักดี ไทยก้าวหน้า,2,,,
ชัยภูมิ,2,517_bch,out_district,,50,พร้อม,,,,
ชัยภูมิ,2,517_bch,out_district,,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,52,ไทยพิทักษ์ธรรม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,55,เพื่อบ้านเมือง ไทยรวมไทย,0,,,
ชัยภูมิ,2,517_bch,out_district,,56,พลังไทยรักชาติ เพื่อบ้านเมือง,0,,,
ชัยภูมิ,2,517_bch,out_district,,57,พลังไทยรักชาติ MnT,,,,
ชัยภูมิ,2,517_bch,out_district,,3,ใหม่ มิติใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,4,มิติใหม่ รวมใจไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,102,,,
ชัยภูมิ,2,517_bch,out_district,,8,เพื่อไทย ประชาธิปไตยใหม่,1,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย ทางเลือกใหม,1,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม,4,,,
ชัยภูมิ,2,517_bch,out_district,,6,เพื่อไทย เพื่อไทย ประชาธิปไตยใหม่ ประชาธิปไตยใหม่,1,,,
ชัยภูมิ,2,517_bch,out_district,,25,คลองไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,26,คลองไทย ประชาธิปัตย์,,,,
ชัยภูมิ,2,517_bch,out_district,,27,ไทยก้าวหน้า ประชาธิปัตย์,,,,
ชัยภูมิ,2,517_bch,out_district,,28,ไทยก้าวหน้า ไทยภักดี,,,,
ชัยภูมิ,2,517_bch,out_district,,29,แรงงานสร้างชาติ ไทยภักดี,,,,
ชัยภูมิ,2,517_bch,out_district,,3,แรงงานสร้างชาติ ประชากรไทย,5,,,
ชัยภูมิ,2,517_bch,out_district,,31,ครูไทยเพื่อประชาชน ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,32,ครูไทยเพื่อประชาชน ประชาชาติ,1,,,
ชัยภูมิ,2,517_bch,out_district,,33,สรางอนาคตไทย ประชาชาติ,1,,,
ชัยภูมิ,2,517_bch,out_district,,34,สรางอนาคตไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,52,เครือขายชาวนาแหงประเทศไทย ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,55,ไทยรวมไทย เพื่อบ้านเมือง,4,,,
ชัยภูมิ,2,517_bch,out_district,,5,เพื่อบ้านเมือง,4,,,
ชัยภูมิ,2,517_bch,out_district,,57,รวมคะแนทั้งสิ้น พลังไทยรักชาติ,5,,,
ชัยภูมิ,2,517_bch,out_district,,2,ใหม่ U,,,,
ชัยภูมิ,2,517_bch,out_district,,4,มิติใหม่ รวมใจไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,6,พลวัต รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,7,พลวัต ประชาธิปไตยใหม่,6,,,
ชัยภูมิ,2,517_bch,out_district,,8,เพื่อไทย ประชาธิปไตยใหม่,6,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย ทางเลือกใหม,,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,517_bch,out_district,,3,ใหม่ ใหม่ มิติใหม่ มิติใหม่ U,,,,
ชัยภูมิ,2,517_bch,out_district,,26,คลองไทย ประชาธิปัตย์,,,,
ชัยภูมิ,2,517_bch,out_district,,27,ประชาธิปัตย์ ไทยก้าวหน้า,,,,
ชัยภูมิ,2,517_bch,out_district,,28,ไทยภักดี ไทยก้าวหน้า,,,,
ชัยภูมิ,2,517_bch,out_district,,29,ไทยภักดี แรงงานสร้างชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,3,แรงงานสร้างชาติ ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,31,ครูไทยเพื่อประชาชน ประชากรไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,32,ครูไทยเพื่อประชาชน ประชาชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,33,สรางอนาคตไทย ประชาชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,34,สรางอนาคตไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,52,ไทยพิทักษ์ธรรม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,55,ไทยรวมไทย เพื่อบ้านเมือง,6,,,
ชัยภูมิ,2,517_bch,out_district,,5,เพื่อบ้านเมือง พลังไทยรักชาติ,6,,,
ชัยภูมิ,2,517_bch,out_district,,57,พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,56,เพื่อบ้านเมือง เพื่อบ้านเมือง พลังไทยรักชาติ พลังไทยรักชาติ,0,,,
ชัยภูมิ,2,517_bch,out_district,,3,ใหม่ มิติใหม่,2,,,
ชัยภูมิ,2,517_bch,out_district,,4,มิติใหม่ รวมใจไทย,8,,,
ชัยภูมิ,2,517_bch,out_district,,5,รวมใจไทย รวมไทยสร้างชาติ,8,,,
ชัยภูมิ,2,517_bch,out_district,,6,พลวัตร รวมไทยสร้างชาติ,6,,,
ชัยภูมิ,2,517_bch,out_district,,7,พลวัตร ประชาธิปไตยใหม่,6,,,
ชัยภูมิ,2,517_bch,out_district,,8,เพื่อไทย ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,517_bch,out_district,,9,เพื่อไทย ทางเลือกใหม,2,,,
ชัยภูมิ,2,517_bch,out_district,,10,ทางเลือกใหม,2,,,
ชัยภูมิ,2,517_bch,out_district,,2,ไทยภักลี แรงานสร้างชาติ,2,,,
ชัยภูมิ,2,517_bch,out_district,,30,แรงานสร้างชาติ ประจากรไทย,2,,,
ชัยภูมิ,2,517_bch,out_district,,9,ไทยภักลี แรงานสร้างชาติ ไทยภักี แรงานสร้างชาติ,2,,,
ชัยภูมิ,2,517_bch,out_district,,22,ครูโไทยเพื่อประจาชน ครูไทยเพื่อประชาชน ประชาชาลิ ประชาชาลี,20,,,
ชัยภูมิ,2,517_bch,out_district,,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,517_bch,out_district,,52,เครือขายชาวนาแหงประเทศไทย ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,517_bch,out_district,,54,ความหวังใหม่ ไทยรวมไทย,0,,,
ชัยภูมิ,2,517_bch,out_district,,55,เพื่อบ้านเมือง ไทยรวมไทย,0,,,
ชัยภูมิ,2,517_bch,out_district,,5,เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,517_bch,out_district,,57,พลังไทยรักชาติ,0,,,
ชัยภูมิ,2,518_bch,election_day,1,3,ใหม่ มิติใหม่ เธนคย,,,,
ชัยภูมิ,2,518_bch,election_day,1,5,รวมใจไทย รวมไทยสร้างชาติ %,,,,
ชัยภูมิ,2,518_bch,election_day,1,9,พลวัต ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,1,8,เพื่อไทย ประชาธิปไตยใหม่ bo,,,,
ชัยภูมิ,2,518_bch,election_day,1,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,518_bch,election_day,1,25,คลองไทย เพื่อชีวิตใหม่ วชาติ,10,,,
ชัยภูมิ,2,518_bch,election_day,1,2,ประชาธิปัตย์ คลองไทย วชาติ Mก...,10,,,
ชัยภูมิ,2,518_bch,election_day,1,27,ไทยก้าวหน้า ประชาธิปัตย์ Mก...,,,,
ชัยภูมิ,2,518_bch,election_day,1,28,ไทยภักดี ไทยก้าวหน้า,,,,
ชัยภูมิ,2,518_bch,election_day,1,29,ไทยภักดี แรงงานสร้างชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,1,3,ประชากรไทย แรงงานสร้างชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,1,31,ประชากรไทย ครูไทยเพื่อประชาชน,,,,
ชัยภูมิ,2,518_bch,election_day,1,32,ประชาชาติ ครูไทยเพื่อประชาชน,,,,
ชัยภูมิ,2,518_bch,election_day,1,33,สรางอนาคตไทย ประชาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,1,34,สรางอนาคตไทย,,,,
ชัยภูมิ,2,518_bch,election_day,1,49,ไทยกววใหม่ ประชาอาสาชาติ พล,,,,
ชัยภูมิ,2,518_bch,election_day,1,50,พร้อม ประชาอาสาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,1,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,1,52,ไทยพิทักษ์ธรรม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,1,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,518_bch,election_day,1,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,518_bch,election_day,1,55,เพื่อบ้านเมือง ไทยรวมไทย,,,,
ชัยภูมิ,2,518_bch,election_day,1,5,พลังไทยรักชาติ เพื่อบ้านเมือง C,,,,
ชัยภูมิ,2,518_bch,election_day,1,57,พลังไทยรักชาติ C,,,,
ชัยภูมิ,2,518_bch,election_day,1,3,ระงาพนา,,,,
ชัยภูมิ,2,518_bch,election_day,2,3,มิติใหม่ ใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,2,4,มิติใหม่ รวมใจไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,5,รวมใจไทย รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,2,7,พลวัต ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,2,8,เพื่อไทย ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,2,9,เพื่อไทย ทางเลือกใหม,,,,
ชัยภูมิ,2,518_bch,election_day,2,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,518_bch,election_day,2,1,ใหม่ มิติใหม่ มิติใหม่ ใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,2,25,เพื่อชีวิตใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,2,26,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518_bch,election_day,2,27,ไทยก้าวหน้า ประชาธิปัตย์ แแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,28,ไทยก้าวหน้า ไทยภักดี ชธรรม แแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,29,แรงงานสร้างชาติ ไทยภักดี ชธรรม,,,,
ชัยภูมิ,2,518_bch,election_day,2,3,แรงงานสร้างชาติ ประชากรไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,31,ครูไทยเพื่อประชาชน ประชากรไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,32,ครูไทยเพื่อประชาชน ประชาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,2,34,ราม สรางอนาคตไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,49,ไทยกาวใหม่ ประชาอาสาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,2,50,พร้อม ประชาอาสาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,2,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,52,ไทยพิทักษ์ธรรม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,53,ความหวังใหม่ ไทยพิทักษ์ธรรม,,,,
ชัยภูมิ,2,518_bch,election_day,2,54,ความหวังใหม่ ไทยรวมไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,55,เพื่อบ้านเมือง ไทยรวมไทย,,,,
ชัยภูมิ,2,518_bch,election_day,2,5,เพื่อบ้านเมือง พลังไทยรักชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,2,57,รวมคะแนทั้งิ้น พลังไทยรักชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,2,4,าแนกนปงนท,,,,
ชัยภูมิ,2,518_bch,election_day,3,3,ใหม่ มิติใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,3,4,มิติใหม่ รวมใจไทย,,,,
ชัยภูมิ,2,518_bch,election_day,3,5,รวมใจไทย รวมไทยสร้างชาติ,9,,,
ชัยภูมิ,2,518_bch,election_day,3,7,พลวัต ประชาธิปไตยใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,3,8,เพื่อไทย ประชาธิปไตยใหม่,7,,,
ชัยภูมิ,2,518_bch,election_day,3,9,เพื่อไทย ทางเลือกใหม,7,,,
ชัยภูมิ,2,518_bch,election_day,3,10,ทางเลือกใหม,,,,
ชัยภูมิ,2,518_bch,election_day,3,25,คลองไทย เพื่อชีวิตใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,3,2,ประชาธิปัตย์ คลองไทย,6,,,
ชัยภูมิ,2,518_bch,election_day,3,27,ประชาธิปัตย์ ไทยก้าวหน้า,6,,,
ชัยภูมิ,2,518_bch,election_day,3,28,ไทยภักดี ไทยก้าวหน้า,,,,
ชัยภูมิ,2,518_bch,election_day,3,29,ไทยภักดี แรงงานสร้างชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,3,3,ประชากรไทย แรงงานสร้างชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,3,31,ครู่ไทยเพื่อประชาชน ประชากรไทย,,,,
ชัยภูมิ,2,518_bch,election_day,3,32,ครู่ไทยเพื่อประชาชน ประชาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,3,33,สรางอนาคตไทย ประชาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,3,34,สรางอนาคตไทย,,,,
ชัยภูมิ,2,518_bch,election_day,3,49,ไทยกาวใหม่ ประชาอาสาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,3,50,พร้อม ประชาอาสาชาติ,,,,
ชัยภูมิ,2,518_bch,election_day,3,51,พร้อม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,3,52,ไทยพิทักษ์ธรรม เครือขายชาวนาแหงประเทศไทย,,,,
ชัยภูมิ,2,518_bch,election_day,3,53,ไทยพิทักษ์ธรรม ความหวังใหม่,,,,
ชัยภูมิ,2,518_bch,election_day,3,54,ความหวังใหม่ ไทยรวมไทย,,,,
