field,observed_value,suggested_value,score,status,form_type,polling_station_no,choice_no,source_pdf,source_page
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,257.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,5
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,257.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,5
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,257.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,5
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,257.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,5
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,257.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,5
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,258.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,7
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,258.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,7
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,258.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,7
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,258.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,7
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,258.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,7
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,259.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,9
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,259.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,9
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,259.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,9
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,259.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,9
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,259.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,9
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,260.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,11
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,260.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,11
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,260.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,11
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,260.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,11
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,260.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,11
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,260.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,11
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,261.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,13
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,261.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,13
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,261.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,13
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,261.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,13
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,261.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,13
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,261.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,13
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,262.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,15
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,262.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,15
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,262.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,15
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,262.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,15
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,262.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,15
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,262.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,15
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,263.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,17
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,263.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,17
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,263.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,17
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,263.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,17
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,263.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,17
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,263.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,17
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,263.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,17
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,264.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,19
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,264.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,19
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,264.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,19
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,264.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,19
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,264.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,19
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,265.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,21
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,265.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,21
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,265.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,21
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,265.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,21
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,265.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,21
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,265.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,21
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,265.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,21
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,266.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,23
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,266.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,23
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,266.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,23
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,266.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,23
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,266.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,23
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,266.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,23
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,266.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,23
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,267.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,25
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,267.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,25
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,267.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,25
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,267.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,25
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,267.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,25
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,267.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,25
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,267.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,25
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,268.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,27
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,268.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,27
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,268.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,27
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,268.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,27
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,268.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,27
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,268.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,27
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,269.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,29
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,269.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,29
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,269.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,29
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,269.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,29
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,269.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,29
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,270.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,270.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,270.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,270.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,270.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,270.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
choice_name,นางสาววาสนา อยู่ภักดี นายเชิงชาย ซาลีรินทร์ นางสาววาสนา อยู่ภักดี นายเซิงชาย ชาลีรินทร์,นางสาววาสนา อยู่ภักดี,0.4,no_confident_match,5_18,270.0,23,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
