field,observed_value,suggested_value,score,status,form_type,polling_station_no,choice_no,source_pdf,source_page
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,53
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,10,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,53
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,28,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,29,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,31,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,32,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,34,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,54
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,49,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,51,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,52,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,53,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,54,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,55,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,56,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,257.0,57,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,55
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,7,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,10,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,57
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,24,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,28,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,29,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,30,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,32,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,33,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,34,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,58
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,49,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,51,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,52,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,53,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,54,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,55,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,56,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,258.0,57,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,59
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,7,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,10,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,61
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,62
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,62
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,62
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,28,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,62
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,29,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,62
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,31,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,62
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,34,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,62
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,49,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,51,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,52,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,53,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,54,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,55,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,56,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,259.0,57,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,63
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,7,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,10,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,65
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,66
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,66
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,260.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,66
