priority,reason,suggested_action,row_index,province,form_type,vote_type,polling_station_no,choice_no,choice_name,party_name,votes,ballots_cast,valid_votes,invalid_votes,no_vote,ocr_confidence,validation_status,source_pdf,source_page
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,24,ชัยภูมิ,5_17_partylist,party_list,,31,,rs y$,,,,,,0.643,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,2
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,24,ชัยภูมิ,5_17_partylist,party_list,,31,,rs y$,,,,,,0.643,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,2
P1,low_ocr_confidence,Review the raw image/PDF crop before accepting this row.,25,ชัยภูมิ,5_17_partylist,party_list,,32,,y$,,,,,,0.643,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,2
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,25,ชัยภูมิ,5_17_partylist,party_list,,32,,y$,,,,,,0.643,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,2
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,25,ชัยภูมิ,5_17_partylist,party_list,,32,,y$,,,,,,0.643,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,2
P1,low_ocr_confidence,Review the raw image/PDF crop before accepting this row.,26,ชัยภูมิ,5_17_partylist,party_list,,55,,M,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,26,ชัยภูมิ,5_17_partylist,party_list,,55,,M,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,26,ชัยภูมิ,5_17_partylist,party_list,,55,,M,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,low_ocr_confidence,Review the raw image/PDF crop before accepting this row.,27,ชัยภูมิ,5_17_partylist,party_list,,5,,ud M,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,27,ชัยภูมิ,5_17_partylist,party_list,,5,,ud M,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,27,ชัยภูมิ,5_17_partylist,party_list,,5,,ud M,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,low_ocr_confidence,Review the raw image/PDF crop before accepting this row.,28,ชัยภูมิ,5_17_partylist,party_list,,57,,D tasocD ud,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,28,ชัยภูมิ,5_17_partylist,party_list,,57,,D tasocD ud,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,28,ชัยภูมิ,5_17_partylist,party_list,,57,,D tasocD ud,,,,,,0.6463,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,3
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,29,ชัยภูมิ,5_17_partylist,party_list,,4,,Maaทนน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,29,ชัยภูมิ,5_17_partylist,party_list,,4,,Maaทนน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,30,ชัยภูมิ,5_17_partylist,party_list,,5,,Maaทนน นน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,30,ชัยภูมิ,5_17_partylist,party_list,,5,,Maaทนน นน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,31,ชัยภูมิ,5_17_partylist,party_list,,8,,-**---*.* กลoา,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,31,ชัยภูมิ,5_17_partylist,party_list,,8,,-**---*.* กลoา,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,32,ชัยภูมิ,5_17_partylist,party_list,,9,,-**---*.* ศมทาน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,32,ชัยภูมิ,5_17_partylist,party_list,,9,,-**---*.* ศมทาน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,33,ชัยภูมิ,5_17_partylist,party_list,,10,,ศมทาน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,33,ชัยภูมิ,5_17_partylist,party_list,,10,,ศมทาน,,,,,,0.708,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,5
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,34,ชัยภูมิ,5_17_partylist,party_list,,2,,do,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,34,ชัยภูมิ,5_17_partylist,party_list,,2,,do,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,35,ชัยภูมิ,5_17_partylist,party_list,,1,,แปก,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,35,ชัยภูมิ,5_17_partylist,party_list,,1,,แปก,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,36,ชัยภูมิ,5_17_partylist,party_list,,7,,O,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,36,ชัยภูมิ,5_17_partylist,party_list,,7,,O,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,37,ชัยภูมิ,5_17_partylist,party_list,,9,,คด,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,37,ชัยภูมิ,5_17_partylist,party_list,,9,,คด,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,38,ชัยภูมิ,5_17_partylist,party_list,,10,,คด,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,38,ชัยภูมิ,5_17_partylist,party_list,,10,,คด,,,,,,0.6983,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,9
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,39,ชัยภูมิ,5_17_partylist,party_list,,31,,oro,,,,,,0.6889,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,10
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,39,ชัยภูมิ,5_17_partylist,party_list,,31,,oro,,,,,,0.6889,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,10
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,40,ชัยภูมิ,5_17_partylist,party_list,,32,,oro,4.0,,,,,0.6889,ok,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,10
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,41,ชัยภูมิ,5_17_partylist,party_list,,34,,r,,,,,,0.6889,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,10
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,41,ชัยภูมิ,5_17_partylist,party_list,,34,,r,,,,,,0.6889,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,10
P1,low_ocr_confidence,Review the raw image/PDF crop before accepting this row.,42,ชัยภูมิ,5_17_partylist,party_list,,57,,usogunsn,,,,,,0.6359,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,11
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,42,ชัยภูมิ,5_17_partylist,party_list,,57,,usogunsn,,,,,,0.6359,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,11
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,42,ชัยภูมิ,5_17_partylist,party_list,,57,,usogunsn,,,,,,0.6359,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,11
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,43,ชัยภูมิ,5_17_partylist,party_list,,8,,...=,,,,,,0.7593,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,13
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,43,ชัยภูมิ,5_17_partylist,party_list,,8,,...=,,,,,,0.7593,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,13
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,44,ชัยภูมิ,5_17_partylist,party_list,,5,,.***,,,,,,0.7338,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,15
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,44,ชัยภูมิ,5_17_partylist,party_list,,5,,.***,,,,,,0.7338,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,15
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,45,ชัยภูมิ,5_17_partylist,party_list,,57,,.*** **---,,,,,,0.7338,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,15
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,45,ชัยภูมิ,5_17_partylist,party_list,,57,,.*** **---,,,,,,0.7338,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,15
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,46,ชัยภูมิ,5_17_partylist,party_list,,6,,s,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,46,ชัยภูมิ,5_17_partylist,party_list,,6,,s,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,47,ชัยภูมิ,5_17_partylist,party_list,,7,,s s,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,47,ชัยภูมิ,5_17_partylist,party_list,,7,,s s,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,48,ชัยภูมิ,5_17_partylist,party_list,,8,,s,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,48,ชัยภูมิ,5_17_partylist,party_list,,8,,s,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,49,ชัยภูมิ,5_17_partylist,party_list,,9,,สาม,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,49,ชัยภูมิ,5_17_partylist,party_list,,9,,สาม,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,50,ชัยภูมิ,5_17_partylist,party_list,,10,,สาม,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,50,ชัยภูมิ,5_17_partylist,party_list,,10,,สาม,,,,,,0.7921,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,17
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,51,ชัยภูมิ,5_17_partylist,party_list,,27,,d,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,51,ชัยภูมิ,5_17_partylist,party_list,,27,,d,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,52,ชัยภูมิ,5_17_partylist,party_list,,28,,ไทยก้าวหน้า L d,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,52,ชัยภูมิ,5_17_partylist,party_list,,28,,ไทยก้าวหน้า L d,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,53,ชัยภูมิ,5_17_partylist,party_list,,29,,ไทยภักดี ..$ L,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,53,ชัยภูมิ,5_17_partylist,party_list,,29,,ไทยภักดี ..$ L,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,54,ชัยภูมิ,5_17_partylist,party_list,,31,,ประชากรไทย ครูไทยเพื่อประชาชน,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,54,ชัยภูมิ,5_17_partylist,party_list,,31,,ประชากรไทย ครูไทยเพื่อประชาชน,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,55,ชัยภูมิ,5_17_partylist,party_list,,32,,ครูไทยเพื่อประชาชน,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,55,ชัยภูมิ,5_17_partylist,party_list,,32,,ครูไทยเพื่อประชาชน,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,56,ชัยภูมิ,5_17_partylist,party_list,,34,,สรางอนาคตไทย d,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,56,ชัยภูมิ,5_17_partylist,party_list,,34,,สรางอนาคตไทย d,,,,,,0.6939,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,18
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,57,ชัยภูมิ,5_17_partylist,party_list,,53,,$,,,,,,0.6798,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,19
P1,parser_marked_needs_review,Resolve parser/OCR uncertainty and add manual correction if repeatable.,57,ชัยภูมิ,5_17_partylist,party_list,,53,,$,,,,,,0.6798,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,19
P1,master_data_unmatched,Confirm spelling and add alias or correction in external master/correction files.,58,ชัยภูมิ,5_17_partylist,party_list,,54,,$,,,,,,0.6798,needs_review,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/02-แบบ ส.ส. 5_17-บัญชีรายชื่อ-นอกเขต.pdf,19
